date,841_costco,841_superstore,841_sobeys,841_no frills,841_walmart,47_ford,47_toyota,47_dodge,47_honda,47_nissan,1190_wolseley,1190_ford,1190_chrysler,1190_automotive,1190_gm,1191_bmx,1191_velo,1191_bicycle,1191_bikes,1191_bike,1140_canoe,1140_bateau,1140_sail,1140_kayak,1140_boat,1213_camper,1213_trailers,1213_rv,1213_roulotte,1213_trailer,1013_cars,1013_classic cars,1013_tucker,1013_encan,1013_vintage,1214_hebdo,1214_trucks,1214_trailers,1214_truck,1214_trailer,806_mclaren,806_spartan,806_lamborghini,806_performance,806_bugatti,810_electric car,810_motor,810_hybrid,810_prius,810_toyota,1317_morris,1317_smart,1317_mini,1317_buddy,1317_door lock,273_yamaha,273_harley davidson,273_motorcycles,273_motorcycle,273_harley,148_arctic cat,148_polaris,148_atv,148_ski doo,148_skidoo,1147_aircraft,1147_airplane,1147_titan,1147_cessna,1147_plane,1212_yamaha,1212_roller,1212_scooters,1212_vespa,1212_scooter,610_truck,610_ford,610_suv,610_dodge,610_vans,815_bmw,815_ford,815_toyota,815_dodge,815_honda,1294_points,1294_permis de conduire,1294_speeding ticket,1294_driving test,1294_speeding,170_address change,170_plate,170_license,170_driving,170_driving school,138_mechanic,138_tools,138_auto repair,138_apk,138_automotive,89_tires,89_auto parts,89_garmin,89_tire,89_parts,473_cars,473_autotrader,473_car,473_used,473_auto,803_auto show,803_home show,803_convention centre,803_car show,803_2010,121_super,121_circulaire,121_super c,121_grocery,121_iga,276_restaurants,276_pizza pizza,276_restaurant,276_pizza,276_tim hortons,650_home depot,650_doors,650_wood,650_air conditioner,650_portail,73_sears,73_walmart,73_canadian tire,73_store,73_walmart canada,355_livres,355_librairie,355_books,355_renaud,355_livre,1146_games,1146_game,1146_eb,1146_ebgames,1146_eb games,18_amazon,18_walmart,18_netflix,18_canadian tire,18_kijiji,1225_costco,1225_outlets,1225_wholesale,1225_costco hours,1225_outlet,270_light,270_ikea,270_lighting,270_ikea canada,270_furniture,659_shell,659_gas station,659_oil,659_alberta,659_gas,1268_costco,1268_gas prices,1268_costco gas,1268_gas,1268_gas buddy,38_desjardins,38_insurance,38_assurance,38_blue cross,38_saaq,844_scanner,844_display,844_barcode,844_rfid,844_pos,614_cineplex,614_centre bell,614_ticketmaster,614_vancouver,614_ticket
2004-01-01,9,15,9,3,13,53,61,56,69,78,65,69,13,74,15,39,8,37,40,14,15,25,29,21,36,7,23,19,6,22,79,82,21,36,27,51,79,44,44,29,81,10,37,77,34,3,84,16,36,23,43,11,67,28,21,59,52,76,67,52,63,71,65,31,33,94,30,18,100,15,28,26,25,14,22,56,53,37,35,18,4,65,67,63,70,34,13,14,5,24,30,22,19,53,35,38,70,29,0,82,24,61,12,19,66,100,38,84,87,62,98,44,99,70,0,10,1,3,9,7,24,13,36,14,11,19,47,72,0,2,56,12,19,30,19,52,81,62,33,51,18,45,12,25,11,6,11,1,12,0,11,7,72,0,16,32,18,79,23,86,80,4,52,50,58,0,3,0,4,0,20,62,40,67,10,100,100,44,67,62,19,61,41,64,70
2004-02-01,11,13,5,8,8,50,56,57,66,74,30,48,41,81,11,52,13,45,45,20,13,20,48,15,39,21,48,27,13,28,100,100,29,50,56,56,100,64,53,35,63,4,60,74,45,8,64,22,20,21,27,35,68,26,22,75,54,81,78,59,72,99,74,18,45,74,47,12,69,25,46,37,31,35,29,71,47,39,48,28,5,61,64,65,67,35,7,66,21,65,31,21,22,45,26,18,67,36,0,65,22,49,15,19,63,87,42,84,74,67,56,88,97,100,0,12,1,6,9,8,28,12,35,13,12,13,47,73,1,2,45,9,16,35,14,44,55,77,30,41,14,30,13,14,12,6,9,0,11,0,10,8,63,1,18,28,16,72,18,80,80,7,55,70,61,0,4,0,5,0,27,61,42,74,13,51,92,45,100,75,15,60,75,83,70
2004-03-01,11,13,6,4,10,62,67,65,86,81,9,54,11,62,12,63,19,68,61,33,22,26,29,32,32,21,42,29,16,38,69,77,31,78,34,100,80,78,43,42,30,24,64,100,6,2,74,22,73,43,58,21,83,21,53,90,74,97,80,78,62,64,81,14,20,65,30,8,44,15,82,58,51,62,46,79,53,32,47,48,5,70,70,72,84,34,25,53,13,84,22,11,19,47,30,28,93,11,0,76,24,85,23,20,75,98,46,90,90,68,25,81,59,47,0,9,0,4,9,7,24,17,34,17,11,15,49,83,3,0,38,11,17,32,19,56,48,75,34,27,16,14,15,23,14,6,11,0,12,0,10,7,59,1,27,27,17,69,20,87,83,9,63,71,65,0,7,0,7,0,20,67,48,81,14,62,82,48,93,73,33,61,57,70,59
2004-04-01,11,13,7,5,13,65,67,64,91,84,15,61,54,54,15,79,20,73,93,32,33,27,50,34,39,22,61,32,20,38,85,83,32,71,46,76,87,72,50,44,43,8,43,68,31,8,87,33,42,39,47,22,100,45,0,90,58,95,93,56,22,32,93,4,9,80,38,16,43,10,69,31,59,41,61,85,55,31,49,31,5,74,70,74,83,34,27,100,15,68,50,25,26,51,36,30,77,24,0,59,31,68,19,24,71,98,63,98,90,77,11,59,30,38,0,7,1,2,8,7,20,19,31,19,15,20,65,78,5,1,44,9,19,36,11,50,46,82,33,27,16,34,16,20,14,6,10,0,15,0,12,8,54,0,24,28,16,69,16,81,78,9,54,47,62,1,8,1,8,0,29,74,51,63,16,50,90,44,59,62,31,64,55,63,94
2004-05-01,13,14,7,6,10,59,70,61,91,79,32,46,16,70,8,74,31,89,80,42,31,33,47,41,36,20,58,37,26,50,52,69,28,63,56,61,79,80,56,48,68,20,74,81,23,10,84,53,55,51,27,43,52,32,38,96,65,100,95,68,25,27,92,2,7,66,49,12,60,18,83,41,100,64,74,71,45,24,68,29,5,66,75,66,84,30,72,38,46,56,57,25,26,47,40,34,72,31,0,100,30,63,22,22,73,98,58,95,90,80,4,8,72,23,0,7,1,1,10,5,22,16,33,16,13,17,55,85,12,1,44,10,26,27,14,36,52,68,26,31,18,30,17,25,15,6,10,0,17,0,12,10,70,0,18,23,14,69,15,75,85,8,58,57,70,0,29,0,28,2,27,74,43,72,16,37,86,73,80,71,23,26,41,66,45
2004-06-01,12,16,6,6,12,56,62,58,85,75,20,71,21,86,7,84,28,100,93,44,25,31,52,44,56,25,72,34,25,51,58,85,35,53,50,58,70,79,60,63,44,16,43,79,29,9,83,26,48,40,18,20,53,26,78,100,73,99,97,74,21,29,83,4,8,67,35,9,53,16,82,42,78,66,92,79,44,27,38,26,5,64,67,70,75,38,37,46,47,55,51,22,27,71,50,42,72,22,0,67,23,61,24,18,65,89,45,92,94,69,5,15,28,40,0,6,0,3,6,4,21,14,30,14,12,21,58,75,14,1,50,11,28,40,14,33,59,78,15,17,21,33,19,20,17,6,11,1,19,0,14,12,66,1,24,26,15,78,16,76,75,9,56,61,58,0,11,0,10,1,34,75,42,66,14,69,57,58,79,74,37,22,45,92,77
2004-07-01,16,17,7,5,13,57,77,55,88,80,14,42,52,100,13,70,26,94,100,49,26,46,82,50,72,38,86,44,34,61,74,70,24,52,44,67,57,73,45,48,64,17,49,85,43,6,61,22,37,33,42,18,64,35,20,90,68,96,100,63,14,25,81,3,7,58,34,20,53,19,86,20,79,76,92,71,45,29,47,47,5,68,85,62,88,60,32,96,74,77,48,31,32,64,42,27,68,48,0,72,28,61,21,23,70,92,60,100,100,75,3,15,12,40,0,10,1,4,11,3,19,14,32,14,13,24,57,74,12,1,57,12,24,34,19,25,58,90,29,21,23,30,22,34,21,7,12,0,19,0,14,15,90,0,33,28,20,76,27,89,71,8,51,62,48,0,8,0,7,0,26,69,46,86,19,56,57,37,76,78,28,20,36,100,59
2004-08-01,14,17,12,5,13,62,71,59,86,84,38,42,20,74,8,77,24,81,89,36,31,33,63,50,64,26,85,49,37,54,67,72,15,51,80,73,85,100,52,56,54,12,49,65,18,7,46,14,34,22,44,35,73,25,0,79,68,99,85,74,23,33,73,7,11,100,35,16,66,4,97,45,85,75,64,86,61,34,61,45,4,75,77,64,78,48,29,44,50,63,40,33,27,68,41,20,75,39,0,47,27,80,19,23,82,92,45,97,100,75,5,13,30,33,0,6,1,3,7,4,22,17,32,17,15,21,68,70,3,2,51,11,21,43,16,42,58,100,21,24,29,20,25,50,24,7,11,1,16,0,17,17,92,0,33,27,24,71,27,98,71,10,51,61,48,0,6,0,6,0,30,74,44,80,22,66,72,100,65,90,34,52,38,60,56
2004-09-01,12,15,10,5,11,65,67,59,77,77,35,48,18,55,10,63,15,57,73,31,15,20,51,36,43,18,63,26,15,35,55,45,8,36,87,51,55,50,39,44,57,8,55,65,17,2,76,26,36,28,46,49,67,29,17,75,42,83,81,47,30,34,74,10,21,76,42,16,48,19,55,37,82,52,70,87,46,26,30,35,5,76,72,73,68,71,38,57,21,60,60,23,23,60,36,34,74,33,0,81,29,61,22,26,63,86,52,85,78,71,7,50,100,24,0,6,0,2,9,4,23,16,32,15,14,16,52,84,2,1,52,11,18,38,15,40,100,99,35,30,30,50,30,60,28,6,11,0,14,0,12,13,78,0,24,24,19,84,24,86,86,6,53,65,50,0,6,0,6,2,34,64,47,80,13,60,77,66,53,56,17,41,52,86,61
2004-10-01,16,16,11,9,13,61,63,56,77,74,29,51,28,66,9,67,11,44,55,23,14,17,40,10,30,13,32,23,5,20,44,45,33,74,57,54,77,52,42,37,45,8,54,70,31,14,74,28,41,16,58,100,46,27,0,69,44,68,69,53,44,52,84,14,29,62,42,15,59,12,73,16,59,32,45,60,39,28,37,21,5,71,68,66,72,32,27,39,53,47,39,16,23,53,33,44,79,28,0,67,50,59,19,36,66,86,53,84,81,65,6,49,61,22,0,12,1,7,8,4,22,19,33,19,15,13,55,77,1,2,54,14,22,38,19,47,84,68,30,34,30,33,29,59,28,6,14,0,14,0,12,15,73,0,25,24,17,83,20,80,91,8,66,72,68,0,7,0,6,1,28,60,40,75,13,66,65,60,65,78,13,35,60,71,65
2004-11-01,11,21,8,4,15,59,52,46,61,68,17,67,49,77,17,51,4,40,36,16,7,18,37,12,21,10,24,18,5,15,66,84,16,69,35,49,79,57,48,22,96,19,44,44,20,4,79,25,25,18,62,41,65,26,16,64,34,54,55,38,65,48,61,17,29,76,34,14,62,21,35,40,30,28,38,59,51,32,34,21,4,67,59,53,60,91,47,66,28,68,37,22,22,38,34,31,85,21,0,47,50,45,14,39,59,76,49,68,68,57,6,10,100,20,0,11,1,6,11,4,25,18,38,17,16,18,47,60,1,1,72,16,27,41,21,59,86,64,42,50,33,40,31,51,29,7,16,0,18,0,11,10,69,0,28,32,17,98,21,83,86,7,59,62,56,0,3,0,4,0,23,58,35,72,17,65,61,59,73,88,28,35,51,70,74
2004-12-01,14,24,11,3,22,52,50,49,61,61,16,51,30,33,15,53,4,32,36,13,8,8,29,16,22,8,24,15,2,12,43,35,16,36,47,31,69,45,42,29,46,6,33,48,23,7,78,30,41,36,55,37,31,46,32,59,51,68,53,54,75,69,59,30,51,69,34,14,50,10,41,23,45,27,42,60,44,19,52,30,4,61,54,58,60,46,20,48,27,62,37,24,25,41,38,26,75,18,0,59,42,61,24,31,61,67,35,61,63,55,11,15,58,13,0,11,1,4,9,3,22,20,38,20,11,10,39,59,1,1,75,19,42,49,26,42,79,79,34,34,39,37,37,59,36,9,19,1,26,0,14,10,74,0,27,33,20,80,24,81,87,5,49,49,40,0,3,0,4,0,28,48,27,59,9,50,64,52,64,54,20,45,58,53,64
2005-01-01,10,19,12,6,12,54,57,50,64,66,36,56,44,43,13,53,7,35,34,13,5,17,38,15,30,13,35,25,9,22,47,48,17,58,34,49,78,52,29,30,24,9,46,57,16,7,86,27,22,18,33,43,46,24,39,64,43,72,64,53,71,69,72,19,43,67,36,100,49,18,36,38,24,43,25,69,48,26,34,31,4,55,57,58,60,51,41,57,22,49,50,17,15,36,20,45,100,18,0,58,23,60,20,21,62,82,44,71,73,64,100,59,66,65,0,11,1,7,8,5,22,20,34,20,13,20,49,66,1,1,53,11,15,30,13,41,76,82,39,33,36,34,31,45,32,7,11,0,14,0,10,6,67,1,19,28,17,77,21,86,70,6,59,64,51,0,4,0,5,2,34,57,38,73,11,62,57,63,53,61,28,27,42,58,58
2005-02-01,9,18,11,9,11,58,60,55,73,70,49,60,24,73,12,64,11,36,39,19,10,25,47,21,40,12,48,31,19,30,57,58,14,53,55,57,89,67,52,37,67,6,49,68,17,7,65,31,32,18,42,38,72,38,14,72,57,84,67,58,67,64,62,17,33,73,37,27,40,10,37,17,31,35,29,68,52,37,31,35,4,65,67,62,73,27,36,52,55,56,26,22,18,55,39,37,79,26,0,60,21,57,18,17,63,75,49,74,69,67,48,76,63,67,1,10,0,4,10,3,23,20,42,20,14,18,40,56,1,1,48,10,14,30,12,43,60,53,27,20,25,33,24,45,21,6,10,0,12,0,9,10,72,0,22,30,17,75,20,82,63,4,56,66,48,0,3,0,3,1,34,59,46,80,15,39,67,38,78,100,13,30,60,90,73
2005-03-01,10,18,12,8,11,59,66,57,86,69,49,39,20,72,14,63,18,52,53,26,23,23,45,24,38,17,59,33,25,39,64,70,10,38,15,58,74,77,38,37,46,8,47,66,29,9,100,30,51,30,39,53,56,36,12,83,57,84,74,61,58,64,100,18,35,77,37,10,49,12,64,34,37,55,43,87,51,37,42,25,5,65,69,64,88,31,26,32,32,51,34,21,20,59,46,37,64,28,0,54,23,56,23,20,59,81,55,85,76,69,22,87,58,42,0,9,1,4,9,5,22,18,33,18,22,16,52,65,2,1,53,11,18,34,12,55,48,54,27,33,33,39,32,61,31,6,11,0,13,0,10,12,73,1,28,30,19,86,24,88,70,8,59,60,54,0,7,0,8,1,39,62,47,80,12,61,77,39,70,82,19,63,80,77,97
2005-04-01,12,18,10,5,10,57,72,56,92,78,33,67,32,70,13,79,25,87,76,41,21,29,42,29,36,26,64,32,30,45,34,37,16,61,59,83,63,76,40,42,49,1,42,72,7,6,77,34,55,25,54,76,11,27,14,93,66,95,95,67,25,38,88,4,9,73,35,12,49,17,80,20,59,92,75,66,46,15,38,39,5,65,77,63,89,36,48,65,50,75,46,28,22,54,51,33,75,19,0,58,33,58,21,28,68,88,64,92,89,83,14,66,67,38,1,9,1,5,8,4,20,21,36,21,15,23,65,66,4,2,47,11,23,32,10,45,52,59,30,39,24,26,23,53,23,6,10,0,19,0,11,19,66,1,26,29,20,75,24,76,75,5,65,62,54,0,10,0,11,1,38,59,50,71,11,22,74,33,56,88,19,32,50,76,62
2005-05-01,11,19,10,6,10,56,70,56,86,72,43,71,18,81,16,100,27,85,73,37,35,29,44,37,45,23,54,37,24,46,53,51,23,78,27,80,65,74,47,47,42,11,47,64,27,16,67,35,40,28,47,58,29,49,25,92,49,98,77,56,16,33,84,3,7,67,39,18,69,22,77,36,51,71,75,68,46,23,44,42,5,59,70,63,83,44,39,75,42,100,37,17,22,62,45,19,85,26,0,51,29,62,20,24,68,86,65,81,88,75,4,14,55,30,0,10,1,6,8,6,24,17,36,17,17,23,68,73,6,2,51,12,28,33,13,32,45,52,33,25,26,31,22,36,22,6,12,0,21,0,11,16,64,1,32,27,17,69,20,80,65,6,54,51,51,0,7,0,8,1,40,64,48,81,26,39,65,41,80,60,28,23,66,57,65
2005-06-01,13,19,11,6,15,53,70,51,82,65,26,64,35,44,20,91,24,72,80,35,24,34,65,38,60,24,68,41,25,55,47,46,19,48,65,54,58,70,33,49,48,8,37,60,23,5,75,33,45,32,28,61,60,25,25,78,55,91,85,56,9,27,64,2,4,60,35,15,54,19,70,24,56,77,73,73,51,29,57,26,5,57,67,60,79,49,32,38,52,57,39,27,29,67,44,26,77,30,0,48,25,48,25,21,61,77,61,78,80,72,3,11,62,47,0,15,1,7,9,4,22,19,35,19,20,26,52,73,23,2,54,12,36,34,13,33,47,61,18,21,19,20,18,35,19,7,13,0,24,0,13,16,61,1,32,21,23,75,27,75,80,10,52,78,54,0,6,0,8,1,37,66,47,77,29,30,90,26,72,65,23,48,59,92,80
2005-07-01,12,20,14,8,15,61,77,65,88,79,32,84,34,65,19,77,27,72,80,40,32,38,44,54,68,36,89,48,28,60,53,29,13,59,57,53,67,75,41,51,42,10,40,76,37,4,76,30,39,32,38,44,52,33,40,86,63,86,79,67,19,29,61,3,6,74,29,16,67,21,86,19,49,97,78,63,41,23,64,39,5,65,77,72,84,64,34,49,39,50,47,27,29,66,65,39,67,37,0,71,24,72,21,21,68,79,62,84,83,79,3,18,27,39,0,12,2,8,8,7,25,18,37,18,17,17,60,72,19,1,63,14,33,41,16,33,53,62,39,12,33,31,31,53,30,7,14,0,23,0,13,21,59,1,42,22,26,65,27,88,83,7,54,59,52,0,11,0,11,2,42,68,48,89,29,57,63,68,86,64,44,46,57,82,72
2005-08-01,16,24,12,8,13,58,83,60,95,87,68,58,39,44,16,69,20,77,72,34,27,31,61,44,55,27,88,46,30,57,44,45,17,71,48,66,68,80,42,56,45,17,37,61,17,14,57,53,72,62,39,77,34,28,12,87,68,94,71,69,27,31,75,8,13,68,31,10,65,18,91,18,58,99,66,64,53,37,51,48,5,65,84,64,97,36,36,54,54,70,40,37,32,84,75,21,69,21,0,41,27,60,24,22,66,85,74,85,90,83,4,24,38,29,0,15,2,7,9,5,25,22,39,22,18,20,63,70,8,1,61,15,32,38,15,49,61,59,40,29,35,37,32,47,31,7,14,1,21,0,13,26,63,1,46,22,26,78,29,92,88,7,76,89,76,0,41,0,38,7,42,70,45,84,22,34,67,26,55,64,27,48,55,67,69
2005-09-01,11,22,16,9,11,50,74,47,90,67,15,63,19,59,22,71,13,56,66,28,17,21,58,21,37,11,55,28,16,31,47,49,15,44,57,49,68,67,37,37,50,6,45,61,23,17,62,61,54,53,38,72,17,38,0,72,55,82,62,57,32,37,77,11,13,52,34,24,47,15,87,21,71,74,56,61,49,25,43,36,4,52,82,57,97,61,42,49,43,64,41,22,26,52,37,30,79,25,0,47,30,60,21,24,61,81,57,70,80,69,5,42,92,20,0,12,2,6,8,6,24,18,37,18,13,17,59,75,2,2,53,11,21,37,13,50,78,86,48,31,36,36,33,59,34,7,12,0,17,1,11,16,60,0,28,24,21,74,23,84,83,6,78,89,77,1,100,1,88,19,43,57,37,77,21,44,70,53,39,53,11,72,64,81,83
2005-10-01,10,18,11,9,13,48,73,49,83,60,41,47,25,47,16,63,12,39,48,20,9,14,35,14,30,18,31,21,9,19,39,41,13,27,43,34,70,59,50,32,29,10,39,50,31,13,43,48,46,41,43,38,51,24,20,62,45,57,49,49,43,42,85,15,20,47,30,18,54,17,55,31,41,58,42,65,36,18,34,33,5,55,79,56,95,23,29,41,39,55,38,24,23,57,44,32,99,14,0,42,43,52,18,34,56,66,47,68,67,64,8,45,92,21,0,10,2,6,8,6,21,21,37,21,16,17,62,70,2,1,59,14,22,40,17,31,56,56,32,28,40,35,38,63,37,8,14,0,17,0,14,19,65,0,30,23,17,83,17,82,82,7,64,87,66,0,11,0,11,2,37,50,37,78,22,32,85,21,76,55,12,86,61,78,86
2005-11-01,14,18,8,9,17,45,61,41,68,60,38,63,21,70,28,43,5,33,32,15,10,11,39,13,19,11,24,16,5,13,32,36,23,38,38,38,78,56,57,36,54,10,35,50,39,8,57,31,40,26,28,29,20,32,0,53,38,45,48,40,48,48,65,19,36,74,31,16,40,18,37,41,18,39,28,65,39,30,35,29,4,47,63,49,73,29,44,47,39,47,33,21,24,48,32,32,83,28,0,58,58,43,21,45,53,65,49,60,61,57,5,17,79,9,0,11,1,5,8,6,24,21,44,21,18,12,45,63,1,2,67,17,29,43,20,62,66,55,31,36,42,43,42,60,40,8,18,0,24,1,14,21,57,1,38,30,19,78,23,83,83,5,62,82,51,0,5,0,7,2,36,52,35,66,13,31,81,48,75,65,25,87,70,87,98
2005-12-01,18,28,14,9,24,43,49,44,63,57,31,58,15,35,11,64,6,29,26,13,7,10,32,9,19,10,22,14,3,15,42,37,40,32,43,38,61,49,45,22,25,9,44,36,58,6,80,16,20,11,48,23,16,38,30,60,43,50,48,48,55,68,65,23,42,66,33,19,31,9,43,27,22,34,28,60,51,23,36,27,4,44,57,51,66,36,22,34,32,38,38,18,15,43,38,20,77,41,0,54,33,42,26,26,49,58,44,55,58,53,11,12,43,7,0,12,1,6,8,6,23,25,44,24,15,11,41,54,1,1,74,21,39,47,24,43,94,58,45,48,51,48,49,84,46,10,23,0,29,0,17,22,63,0,36,27,21,63,23,80,74,3,49,66,50,0,4,0,5,1,37,48,25,76,11,48,67,33,37,52,22,85,60,69,70
2006-01-01,10,20,10,11,13,52,63,66,73,63,35,72,15,28,15,48,10,32,31,14,8,26,34,13,32,9,32,27,9,21,51,50,43,47,26,50,62,60,39,36,46,12,37,50,54,9,62,34,21,23,39,25,34,32,26,65,49,60,57,53,60,53,67,22,48,58,33,19,61,18,52,43,22,42,29,69,48,25,48,25,4,55,66,78,77,56,41,38,15,48,47,21,24,59,48,29,81,20,0,57,20,53,22,16,53,67,55,60,68,67,90,66,84,56,0,14,3,11,8,7,21,22,40,22,15,16,42,63,1,1,54,12,26,35,14,51,73,76,34,28,32,34,30,50,29,8,13,1,15,1,13,13,60,1,24,25,21,78,22,98,100,5,66,100,58,0,6,0,6,0,40,54,39,89,18,40,74,28,49,62,26,46,41,60,58
2006-02-01,11,17,13,16,11,52,66,58,70,63,47,46,17,49,16,55,13,36,34,19,11,15,41,18,33,11,48,30,14,34,38,42,15,46,55,55,65,65,40,39,57,11,35,56,47,7,67,33,26,22,27,22,29,23,37,70,40,56,57,46,66,53,72,21,36,73,43,14,45,23,49,44,26,37,31,57,43,29,42,22,5,54,72,65,73,41,26,55,31,55,30,17,20,53,42,39,73,20,0,53,18,52,24,15,56,71,54,61,73,74,56,63,66,70,1,13,2,7,8,8,25,25,41,25,20,15,48,61,1,0,47,10,21,34,10,45,50,44,29,36,28,24,27,51,27,8,10,1,14,1,12,12,61,0,26,27,19,87,23,86,68,4,66,88,56,0,4,0,5,0,41,51,43,91,17,39,86,30,79,60,14,47,53,78,66
2006-03-01,12,20,13,12,12,51,78,63,81,68,44,51,24,69,23,58,19,47,48,26,18,21,45,26,31,20,56,35,20,40,37,31,29,57,41,86,68,65,51,43,63,11,44,47,46,6,78,31,29,16,53,24,35,42,40,77,54,74,69,58,63,57,86,18,30,52,40,22,41,12,46,31,36,49,39,74,46,28,42,38,4,55,86,69,83,39,53,43,43,60,24,27,22,62,50,36,71,22,0,53,25,61,24,22,61,73,68,74,81,78,17,74,71,41,0,14,2,8,9,6,21,22,38,22,46,18,54,64,2,1,50,11,23,34,12,45,55,60,26,45,31,27,29,54,29,8,13,0,19,1,11,15,57,1,32,25,21,83,22,87,93,6,68,98,64,0,8,0,9,2,42,58,44,90,24,35,82,14,71,57,24,52,42,63,56
2006-04-01,13,21,14,15,14,56,84,68,96,70,44,47,36,34,18,66,27,71,70,35,23,26,42,26,35,20,67,43,22,50,46,39,26,66,59,64,64,70,38,48,35,5,44,55,41,11,62,45,29,26,43,28,23,32,26,89,56,96,90,61,34,30,85,5,11,55,34,25,36,14,64,41,47,86,69,72,49,27,54,37,5,57,93,77,100,41,43,52,27,59,35,28,22,67,50,35,69,29,0,56,30,60,29,27,61,82,70,73,84,95,8,60,54,35,0,14,3,9,7,7,21,23,36,23,24,25,54,67,5,1,55,14,35,36,15,45,47,49,37,29,29,29,30,53,29,7,14,0,24,2,16,18,54,1,35,21,21,62,26,77,83,8,74,93,61,0,17,0,17,6,46,55,45,71,18,44,77,20,51,46,27,81,48,72,74
2006-05-01,13,21,13,12,16,55,77,64,88,68,37,70,26,32,12,76,25,73,67,35,24,28,44,32,44,18,67,47,27,50,32,30,12,62,56,58,57,84,35,53,33,11,47,58,68,12,62,37,30,25,35,34,51,36,16,82,60,83,83,66,17,26,77,3,5,57,43,14,48,10,92,28,58,97,75,67,43,21,47,34,5,54,87,74,89,56,42,58,38,58,45,32,28,72,52,29,74,28,0,45,25,63,29,23,63,76,77,67,76,85,1,7,42,19,0,14,2,7,7,7,22,19,40,19,19,30,58,54,13,1,55,14,46,36,14,38,47,53,25,22,28,28,28,49,27,8,14,0,28,2,15,16,62,1,40,18,25,70,31,79,72,6,64,89,56,0,10,0,11,2,50,59,45,75,19,39,79,42,64,49,23,46,56,57,60
2006-06-01,15,24,14,14,16,50,72,65,83,72,76,49,14,30,13,81,27,66,65,35,23,33,49,39,50,26,71,47,23,62,49,48,28,32,40,66,70,64,43,55,33,11,35,55,39,14,53,23,30,20,52,35,33,35,34,78,59,70,84,62,12,23,70,2,4,55,30,21,45,16,86,31,54,83,54,63,44,24,46,32,5,54,76,74,82,50,43,37,33,46,45,25,26,71,63,21,68,33,0,50,20,67,36,21,61,81,72,69,80,82,4,5,47,31,0,15,2,9,8,8,22,20,37,20,15,26,51,66,15,1,57,15,50,41,15,33,45,52,17,26,33,30,33,53,32,7,15,0,28,2,16,19,55,0,30,21,23,71,26,73,75,5,60,78,57,0,7,0,8,3,46,59,48,78,19,47,58,48,69,47,26,35,63,83,65
2006-07-01,17,30,16,15,22,56,79,63,88,85,62,41,29,24,19,56,28,66,67,35,30,38,62,53,68,31,92,58,42,56,40,53,27,56,48,51,60,85,56,56,37,3,47,61,43,27,53,37,28,23,55,29,48,26,26,76,73,97,75,72,16,26,72,3,4,65,25,21,62,14,100,38,48,84,66,61,48,26,62,37,5,60,85,69,90,42,41,44,55,63,56,26,27,75,59,23,60,25,0,51,24,64,33,21,61,84,76,74,90,95,3,4,30,25,0,17,2,10,8,7,22,21,39,21,17,27,57,58,18,1,56,18,48,38,21,35,47,54,24,29,35,37,36,54,35,8,18,0,30,2,17,24,63,1,45,21,28,78,33,86,83,6,58,80,56,0,11,0,13,3,55,62,44,91,24,41,58,31,54,60,54,36,66,76,67
2006-08-01,16,26,15,15,17,55,83,65,90,85,38,41,29,45,12,68,19,62,59,32,26,28,63,43,63,32,97,56,36,63,48,43,16,54,44,77,61,81,47,54,27,12,44,47,36,23,66,28,35,24,34,33,22,31,24,74,63,71,74,68,18,25,69,6,13,62,30,26,58,14,71,33,54,66,60,75,44,30,55,42,6,61,90,73,96,31,61,48,58,52,39,25,27,91,80,26,78,38,0,57,24,68,38,22,62,88,74,75,90,97,2,7,37,28,0,15,2,9,7,7,23,24,41,24,17,21,62,60,6,1,61,18,38,44,17,42,61,57,34,22,32,29,32,59,31,8,18,1,26,3,16,31,60,1,54,21,36,74,39,90,74,9,62,80,59,0,12,0,12,2,50,60,49,100,25,38,62,24,66,59,44,61,80,72,100
2006-09-01,15,25,15,17,19,53,73,60,82,80,41,95,27,42,24,63,12,41,50,23,26,19,50,29,41,22,58,41,24,33,41,27,16,32,55,52,70,71,51,45,32,12,39,52,43,22,58,20,24,18,32,26,18,31,15,64,49,64,58,52,37,38,83,9,17,62,30,24,65,17,52,34,30,45,41,74,48,20,44,33,5,59,76,69,84,53,36,53,35,72,43,23,23,64,42,29,75,32,0,46,29,58,27,24,55,73,68,62,72,90,3,42,59,21,0,18,3,10,9,7,22,22,39,22,17,23,52,60,2,2,61,16,28,39,17,54,62,65,54,43,34,35,35,62,34,8,17,1,22,3,17,20,62,1,41,28,27,73,27,90,96,7,63,78,54,0,11,0,10,3,47,58,40,91,22,38,59,31,56,57,21,82,77,75,78
2006-10-01,16,25,15,17,19,52,69,54,71,73,25,49,17,30,12,49,7,32,37,17,12,14,36,16,27,14,39,30,9,24,25,21,32,54,32,55,67,59,43,37,36,12,42,46,40,15,51,27,24,24,41,18,18,30,34,61,40,54,41,44,42,43,81,14,23,57,37,14,44,16,34,21,20,30,25,60,46,25,41,29,5,55,74,60,75,30,30,48,41,55,55,16,24,64,44,24,71,26,0,39,50,53,28,41,57,75,68,64,70,83,3,24,86,14,0,14,2,8,8,7,22,25,40,25,19,19,53,55,1,1,62,18,35,41,18,35,52,49,41,25,42,41,45,79,42,8,18,1,22,3,17,18,63,0,33,27,25,81,27,87,86,6,62,82,61,0,6,0,6,3,51,55,38,72,22,48,74,42,51,52,27,76,53,69,73
