date,569_Cineplex Entertainment,23_Dance,47_Car,815_Canada,170_Driving,249_Health,71_Recipe,276_Restaurant,634_Clinic,250_Hospital,168_Fire,437_Disease,11_Canada,29_Sales,96_RE/MAX,18_Canada,67_Hotel,179_Hotel,5_Download,68_Canada,78_Xbox,696_Jewellery,329_Canada Revenue Agency,95_Staples Canada,423_Bankruptcy,279_Credit,1160_Business,813_Student,466_Mortgage loan,468_Car,46_Plant,750_Forest,747_Fish,121_Circulaire,123_Cigarette,697_Shoes,1176_Printing,1268_Price,288_Canada,248_Jean Coutu Group,30_Hewlett-Packard,287_Valve,612_Film,13_Google,31_Java,7_Royal Bank of Canada,38_Insurance,969_Lawyer,477_Architecture,25_Marketing,380_Veterinarian,1010_Vacation,726_Desjardins Group,76_Canada,74_University,256_Clinic,508_Unemployment,20_National Hockey League,1199_Quebec,144_Hair,748_Tractor,48_Door,255_Clinic,50_Canada Post,664_Logistics,60_Job,802_Job,621_Food,1140_Boat,841_Flyer,289_Truck,665_Ship,662_Airline,354_Canada,666_Train,1150_Canada Post,277_Liquor Control Board of Ontario,650_Door,651_Bridge,652_General contractor,158_The Home Depot,1143_Netflix,70_Gift,271_Refrigerator,270_Furniture,233_Waste,473_Car,1339_Carpool,932_FIFA,882_Dog,94_Yoga,293_Wedding,205_Car,208_Park,1081_Rent,73_Walmart,185_Model,610_Truck,206_Cruise ship,1003_Backpack,918_Menu,355_Book,145_Massage,894_Theatre,960_Employment,961_Résumé,378_Rent,465_Insurance,1164_Canada,784_Stock,1209_News,396_Election,408_Newspaper,832_Flooring,952_Swimming pool,1139_Bank,107_Stock,343_SQL,77_PayPal,278_Tax,1300_CEGEP,730_Git,341_Salesforce,334_Trade fair,314_Antivirus software,718_Outsourcing,728_Server,1162_Canada Revenue Agency,53_GoDaddy,342_Enterprise resource planning,1159_Salary,1214_Truck,670_Fertilizer,12_Canada,566_Textile,672_Adhesive,673_Color
2011-09-01,25,77,52,67,58,56,49,49,34,73,61,31,34,50,8,35,62,57,62,27,33,0,36,35,24,44,13,61,27,52,10,36,31,23,53,70,58,8,35,10,8,58,29,64,30,69,54,54,39,47,63,41,0,61,62,36,17,7,31,73,59,35,21,22,58,56,26,40,29,36,49,21,19,31,28,21,4,35,33,59,26,32,11,45,64,47,39,12,4,38,60,50,39,24,24,33,48,63,21,14,22,50,62,33,31,0,38,36,32,5,44,1,42,52,31,52,4,42,81,22,78,27,28,23,15,22,35,0,49,3,31,47,15,49,23,23,30
2011-10-01,23,58,49,62,53,45,56,48,33,67,57,41,33,46,7,35,57,51,58,30,32,13,34,35,24,41,11,44,23,48,11,42,36,20,58,66,64,8,31,19,7,52,32,61,30,61,50,51,39,48,59,41,0,58,51,34,16,16,25,67,57,33,16,21,55,51,19,49,20,33,49,27,21,29,35,21,4,33,40,23,23,36,14,44,63,46,35,7,3,37,56,51,36,17,20,33,47,57,16,11,24,27,58,36,27,0,35,32,42,7,43,2,39,52,19,37,4,43,83,20,74,25,27,14,20,22,35,0,45,12,36,47,15,46,23,45,43
2011-11-01,42,56,46,56,45,43,52,49,34,65,53,17,32,37,12,42,54,48,53,34,43,6,22,31,26,40,14,38,31,43,10,37,30,19,63,64,62,5,29,0,1,60,29,61,31,63,50,50,43,46,55,46,0,61,50,35,18,11,28,65,59,33,29,24,51,50,27,48,14,36,52,24,25,31,52,24,4,33,35,42,23,32,26,36,63,46,32,5,2,39,63,40,30,14,18,43,50,55,14,10,25,26,64,35,25,0,31,33,48,5,41,1,37,50,16,38,4,46,89,21,73,26,33,9,13,26,32,0,50,20,40,50,12,49,26,36,38
2011-12-01,30,49,43,45,45,40,70,54,33,62,51,24,31,29,6,43,50,42,57,35,57,13,0,33,19,39,8,34,18,40,8,31,32,21,53,62,48,5,26,19,5,52,26,63,26,66,37,44,31,39,48,45,0,58,41,33,17,18,20,71,53,26,21,35,48,39,21,39,15,55,51,22,20,29,57,35,16,26,32,23,21,37,47,41,60,41,29,6,2,38,55,33,31,15,18,52,49,58,13,12,27,38,67,35,22,0,28,26,38,5,47,0,34,38,13,34,3,35,92,22,61,24,29,12,15,18,36,0,54,12,32,49,13,51,20,29,22
2012-01-01,21,61,44,52,46,47,53,46,35,69,58,19,32,50,8,31,64,53,57,26,37,6,0,34,27,43,12,49,21,49,9,36,30,24,62,53,60,5,30,9,8,53,38,63,28,59,50,48,34,40,49,62,0,71,51,38,18,11,30,82,56,29,26,24,59,58,29,43,22,32,52,36,20,26,29,24,4,29,33,42,26,45,14,40,72,41,33,7,2,40,86,64,33,19,33,32,48,56,100,12,26,39,61,31,30,9,38,29,36,5,44,0,35,54,20,40,4,39,84,29,70,24,33,25,23,14,32,0,54,5,39,50,11,44,25,33,33
2012-02-01,22,59,47,55,52,47,54,50,35,71,58,28,29,46,4,28,67,59,50,23,28,0,22,33,22,43,13,37,31,47,9,40,31,26,62,56,62,7,31,0,4,58,40,65,29,59,50,53,42,49,49,51,0,67,47,37,15,16,25,74,58,28,20,22,54,65,20,46,24,32,50,26,21,27,62,22,4,27,41,41,24,44,14,35,60,38,33,8,2,39,74,51,34,20,31,28,49,58,26,12,27,24,60,36,25,10,37,31,33,6,40,0,35,56,21,31,4,46,86,60,81,28,37,16,21,18,34,0,63,11,39,48,12,44,22,30,44
2012-03-01,32,61,54,57,56,40,47,47,34,68,56,18,31,49,9,28,61,54,49,23,27,6,30,33,26,42,15,40,30,53,11,39,36,22,61,67,62,8,29,17,3,61,29,64,28,68,53,53,50,44,60,45,0,63,45,36,14,18,27,78,54,32,20,21,57,57,25,46,24,30,55,23,24,34,33,21,14,32,38,49,26,48,12,38,63,48,37,5,2,40,72,47,34,22,30,28,48,56,21,12,27,26,58,34,32,9,41,33,32,6,39,0,36,56,28,32,4,44,88,69,69,31,34,29,17,23,33,0,63,16,33,54,18,44,16,32,40
2012-04-01,17,74,57,58,57,43,52,47,35,66,53,29,32,53,10,28,59,55,46,23,27,0,10,29,24,43,14,41,35,54,15,39,41,21,64,74,60,10,32,0,5,56,27,66,26,66,54,55,37,43,51,36,0,61,42,35,16,22,24,82,68,33,24,23,59,57,26,42,28,31,52,29,18,37,29,23,8,33,40,36,28,51,13,42,61,55,38,6,2,40,67,48,36,25,33,29,44,64,19,14,27,28,57,36,30,0,42,35,41,6,39,1,35,50,28,28,3,41,91,72,71,27,36,37,24,12,34,0,62,3,38,50,26,42,23,36,52
2012-05-01,37,69,58,55,61,45,48,49,34,68,63,7,34,47,16,27,59,55,45,23,26,17,10,26,23,44,12,44,23,59,23,41,45,25,65,72,57,8,34,9,4,62,26,68,25,67,54,58,33,40,66,29,0,56,41,37,14,7,21,83,65,35,15,22,61,57,28,42,37,32,52,23,16,36,35,21,4,35,40,50,32,46,15,47,58,57,37,6,2,40,66,53,39,32,39,30,47,65,19,13,26,29,59,33,35,0,42,33,39,6,36,0,34,49,46,37,5,43,88,26,71,30,34,19,14,16,31,0,55,29,35,51,37,43,20,37,53
2012-06-01,19,69,57,54,59,47,49,49,34,70,56,21,33,43,13,28,64,59,46,22,27,18,0,20,20,44,13,46,21,58,17,39,44,25,64,66,55,7,32,18,4,60,26,66,25,72,56,58,32,37,50,35,0,55,39,35,12,5,26,86,58,36,14,22,57,54,22,39,39,34,54,24,24,42,31,22,4,36,43,48,30,50,16,56,57,51,37,11,4,40,60,58,42,45,42,31,44,66,17,16,26,26,61,35,26,0,43,37,29,5,44,0,37,50,54,38,4,43,89,23,48,34,44,7,15,18,35,0,52,14,33,53,27,42,21,34,43
2012-07-01,29,58,59,56,67,52,54,53,38,69,58,23,31,49,9,27,73,65,44,21,30,12,22,35,22,45,12,62,33,65,13,36,42,21,66,60,51,6,33,0,4,64,30,69,26,75,58,58,28,38,62,39,0,56,39,39,16,4,25,88,55,38,9,21,53,53,24,39,58,32,59,24,25,40,30,21,0,38,39,53,25,50,13,57,59,53,38,7,3,44,58,65,51,72,52,35,47,73,16,18,27,28,64,35,25,20,47,38,25,5,41,0,36,55,69,49,3,41,93,22,31,36,36,18,16,14,38,0,57,6,40,59,17,43,19,38,67
2012-08-01,18,68,58,56,75,53,57,53,36,70,58,24,33,47,19,28,68,65,44,25,31,18,21,42,20,46,11,70,28,63,12,34,34,22,60,74,50,7,32,9,6,61,24,72,24,77,57,57,28,36,63,37,0,53,44,37,14,4,24,91,63,38,35,22,59,52,21,38,45,33,50,24,18,42,35,22,8,38,40,36,26,52,14,61,64,46,38,5,4,44,59,66,48,58,41,34,46,67,17,29,28,35,67,32,25,0,48,41,25,5,43,0,35,51,53,41,3,40,94,21,79,31,36,13,27,13,39,0,57,3,35,52,13,42,24,36,42
2012-09-01,14,73,55,53,58,46,56,48,35,69,64,15,29,46,9,28,58,53,49,25,28,0,10,31,20,42,14,64,18,57,12,36,31,22,52,74,59,9,30,0,3,57,29,77,29,72,52,50,36,55,61,35,0,54,56,37,14,8,32,65,60,38,25,22,62,49,26,44,30,31,51,23,22,32,28,21,0,38,50,42,32,55,13,54,60,49,36,9,6,41,75,55,35,24,26,33,46,65,20,21,27,47,66,32,26,9,39,33,32,6,43,1,32,52,33,41,3,36,91,20,74,33,39,17,26,21,34,0,80,5,48,50,15,41,21,29,37
2012-10-01,17,56,49,49,53,41,63,47,34,65,60,17,28,37,2,30,52,47,46,28,34,0,0,29,22,41,14,40,31,55,11,40,31,25,57,74,58,8,29,8,7,59,29,88,28,66,50,56,37,91,45,42,0,52,46,39,14,9,31,59,58,35,25,23,59,49,24,42,18,28,52,22,19,31,27,23,3,35,42,47,24,57,15,48,64,51,32,5,5,39,73,49,31,17,19,29,47,64,17,14,27,24,64,31,22,0,34,35,32,6,42,1,33,51,23,33,4,38,83,20,77,34,37,17,18,22,34,0,66,19,41,51,7,40,18,39,44
2012-11-01,37,57,49,48,49,45,59,50,36,67,63,23,31,37,16,40,50,46,46,34,47,5,19,31,21,42,16,35,24,52,10,42,39,27,68,72,66,6,28,0,2,59,27,94,29,63,48,53,36,96,50,46,0,56,45,40,15,6,26,61,57,36,19,26,59,47,24,51,14,40,51,23,23,32,47,26,3,35,49,26,27,60,28,44,64,52,31,5,3,40,76,38,30,15,20,43,47,61,14,15,27,23,66,40,23,0,32,29,39,7,48,5,34,49,22,31,4,39,94,21,73,39,37,12,21,19,32,0,66,7,41,50,11,44,21,32,40
2012-12-01,33,51,45,40,43,38,80,50,36,63,49,33,29,27,5,39,48,41,47,33,50,5,19,31,15,37,11,33,20,39,8,32,27,24,58,68,49,6,22,0,5,51,25,96,22,75,38,44,31,48,38,47,0,47,37,39,13,10,20,68,59,30,27,38,52,33,20,41,13,50,51,26,15,26,52,38,3,30,49,23,23,71,57,45,56,40,27,7,4,41,67,33,30,16,20,54,49,58,13,16,29,31,69,33,18,0,28,25,27,6,46,0,32,35,21,30,3,29,90,22,62,30,32,10,22,12,34,0,59,5,34,49,13,47,17,31,27
2013-01-01,26,61,48,43,50,49,61,47,38,64,58,20,29,39,7,27,62,53,46,25,39,14,26,35,23,43,15,65,27,54,10,37,29,25,65,58,60,5,27,0,5,60,32,99,32,74,52,55,36,56,49,68,24,63,51,49,16,15,25,71,58,34,21,26,61,54,36,44,21,32,51,23,22,25,26,26,3,34,37,59,24,72,15,47,74,41,31,5,3,41,95,60,34,18,32,30,42,61,20,15,30,42,67,28,20,0,42,33,34,10,42,0,34,50,26,40,4,35,91,33,71,39,39,14,16,19,33,0,80,20,45,51,10,43,17,49,36
2013-02-01,21,59,48,47,53,44,60,50,37,63,54,17,29,42,7,25,60,52,44,23,38,0,0,31,19,41,14,43,34,56,9,35,28,31,68,57,59,7,30,32,6,57,40,96,30,58,49,52,37,55,53,60,0,58,43,42,13,11,31,68,56,31,20,25,51,51,21,41,23,31,58,25,21,26,29,24,3,31,43,48,29,68,15,41,57,39,31,8,3,40,82,50,33,19,28,26,46,66,34,15,31,23,68,29,26,0,40,29,31,8,40,0,33,51,29,34,5,39,89,57,72,40,39,15,19,17,34,0,78,2,41,57,14,41,18,42,34
2013-03-01,12,61,53,59,61,43,59,47,35,66,58,18,35,42,11,29,59,54,43,26,39,10,17,28,19,43,18,33,30,62,13,38,37,29,57,69,58,6,32,0,5,61,30,97,28,41,51,53,38,57,50,52,0,56,44,42,12,15,23,74,61,34,18,24,53,49,20,43,23,39,55,24,16,30,33,24,3,34,41,62,21,68,13,45,68,43,37,7,4,42,90,48,36,22,32,29,46,66,20,16,31,19,67,31,25,16,50,32,32,6,44,0,34,60,33,36,4,37,91,77,62,40,39,19,14,23,36,0,77,11,38,56,15,43,25,30,67
2013-04-01,17,66,56,59,61,41,54,45,36,68,56,33,37,45,9,30,56,53,39,26,35,14,34,25,17,45,17,40,34,66,15,39,42,25,61,74,62,6,38,0,4,60,28,97,27,48,55,61,38,55,62,39,0,56,42,43,13,19,28,70,70,37,24,25,60,52,25,42,27,36,57,23,24,28,27,25,0,37,41,38,26,62,13,49,66,51,37,7,2,42,85,47,33,21,30,28,41,73,16,17,29,23,68,30,24,0,51,34,36,6,55,0,33,57,36,37,4,39,88,80,66,40,42,40,19,48,31,32,69,16,41,55,26,44,22,42,67
2013-05-01,11,65,57,59,66,40,51,49,36,66,57,17,40,49,4,29,55,52,36,26,60,10,34,26,15,43,15,42,32,65,24,43,45,30,64,71,55,6,38,0,4,63,22,100,24,37,55,61,31,47,58,29,0,52,37,45,12,50,25,78,65,39,12,23,50,51,33,41,36,45,55,24,15,28,31,23,6,39,47,45,36,60,15,47,53,60,35,7,3,41,76,51,38,31,36,32,40,75,20,16,31,21,68,32,24,8,50,36,25,6,52,1,33,51,42,36,4,38,87,27,62,40,40,18,16,20,31,0,63,7,37,55,33,42,19,34,71
2013-06-01,8,64,61,61,64,41,54,50,36,66,56,11,37,43,5,28,60,54,40,24,56,5,18,25,18,42,13,50,23,63,20,35,43,32,60,64,55,6,34,0,4,56,23,99,25,32,54,62,29,33,57,32,0,51,37,44,12,42,23,74,66,38,21,23,54,47,23,37,39,39,57,25,17,26,41,22,3,38,45,53,30,66,17,55,60,52,37,5,6,43,75,63,43,49,39,32,41,76,15,17,29,21,62,35,22,0,53,41,23,6,50,0,33,52,51,39,4,34,84,23,44,39,47,7,18,18,30,0,57,7,39,58,22,41,12,37,48
2013-07-01,19,54,62,60,70,50,55,50,40,68,66,16,38,45,6,27,67,60,40,23,36,5,0,28,21,46,15,55,27,68,15,33,41,30,64,59,51,9,37,15,4,65,26,94,21,38,58,62,26,34,44,40,0,53,36,49,12,7,22,80,62,41,20,24,54,46,22,38,53,42,63,23,24,33,79,24,3,42,41,37,40,66,14,56,64,54,38,8,3,46,75,63,53,69,52,35,43,71,17,22,28,21,66,33,25,0,58,43,20,6,62,0,32,54,66,41,4,34,89,22,32,46,46,11,13,12,35,0,74,2,42,62,21,43,17,34,46
2013-08-01,11,64,61,62,68,49,59,53,38,64,55,17,36,44,7,30,67,61,42,26,40,10,9,36,15,45,13,63,22,65,14,33,38,31,64,70,53,7,34,7,3,60,23,92,20,35,57,58,28,30,36,41,0,49,40,46,10,3,19,73,65,41,21,24,56,43,19,39,48,47,56,27,20,33,34,24,3,41,42,36,30,77,16,58,73,53,38,8,3,45,76,62,47,60,37,34,44,71,19,40,30,30,72,31,17,8,54,40,21,6,50,0,31,58,44,42,4,33,89,19,72,39,44,11,10,12,31,0,66,2,41,55,18,42,20,39,44
2013-09-01,8,69,56,58,62,52,60,47,39,65,60,14,34,41,8,31,54,47,45,30,42,0,8,28,13,42,14,61,22,59,13,37,39,29,65,72,59,7,32,7,5,68,25,87,24,30,54,59,33,40,47,35,23,47,51,48,11,10,26,64,63,41,20,23,53,45,25,49,27,47,59,29,16,26,34,23,9,41,34,32,26,71,14,57,68,48,35,9,7,40,87,52,32,21,23,34,43,65,23,22,29,40,65,30,21,0,44,38,27,6,54,0,31,55,30,32,4,33,84,19,64,40,45,16,19,10,29,0,62,0,46,60,10,41,18,33,45
2013-10-01,6,54,54,57,56,45,63,47,41,61,61,15,32,38,4,33,49,45,43,33,39,13,24,31,15,41,13,38,23,52,12,44,37,33,65,67,63,5,29,20,3,64,27,86,30,28,51,61,36,43,46,38,0,51,44,49,12,27,18,57,60,40,19,23,55,42,27,42,18,53,58,23,17,25,37,23,0,40,39,49,24,70,16,48,65,49,34,5,4,41,78,47,30,17,19,32,44,71,15,16,30,20,69,35,24,0,38,35,33,7,47,1,28,53,23,32,5,34,83,19,61,46,54,13,12,18,27,0,68,14,44,59,10,40,18,32,50
2013-11-01,18,52,50,53,42,43,57,49,37,62,58,11,37,34,6,47,49,42,42,41,75,9,0,42,14,44,14,34,17,54,10,39,33,36,68,72,64,5,31,7,5,63,26,87,27,27,49,58,33,41,38,41,0,49,40,46,13,13,24,59,57,41,15,25,57,41,28,39,13,72,55,27,19,27,59,25,0,42,40,41,24,75,27,46,73,51,31,7,4,39,79,33,28,14,18,50,39,64,15,19,32,21,68,38,23,0,34,33,32,7,42,1,27,51,21,33,5,35,91,20,57,40,52,20,15,19,28,0,77,0,44,55,13,45,23,30,38
2013-12-01,23,48,49,51,43,38,80,49,40,63,54,21,37,28,4,53,48,39,42,47,67,9,8,45,14,41,12,34,14,48,9,32,29,39,56,70,53,4,26,0,5,55,27,82,23,32,43,52,29,30,38,52,0,47,34,47,11,12,18,70,67,36,20,44,40,32,14,38,12,94,58,28,17,23,59,44,6,36,42,26,31,95,63,48,64,42,27,6,5,40,71,30,29,15,19,70,41,62,14,20,31,28,78,37,21,8,29,27,30,6,41,0,27,40,19,32,4,27,96,21,49,37,44,9,14,13,31,0,74,7,39,55,7,54,19,26,41
2014-01-01,15,60,53,58,57,50,63,48,47,66,57,22,36,37,7,36,60,49,42,36,43,4,8,37,15,51,15,44,29,64,10,37,38,34,65,58,59,6,29,0,5,64,33,81,28,30,55,60,37,41,45,72,0,63,47,56,14,19,22,69,67,37,31,30,53,48,35,42,20,63,66,28,22,22,36,30,6,37,46,49,30,100,17,48,73,47,34,4,4,42,100,62,37,18,30,37,42,68,23,18,35,33,73,32,29,0,48,37,33,8,43,0,28,54,27,36,5,34,92,34,58,45,51,16,11,15,31,0,84,4,48,65,12,49,19,41,39
2014-02-01,11,56,53,58,54,49,61,51,41,66,57,19,36,39,12,35,59,49,38,32,39,10,17,43,16,46,16,32,35,57,10,40,36,35,83,54,58,7,31,0,9,64,32,78,26,30,50,62,36,41,41,59,0,62,40,51,13,12,24,66,55,38,30,26,54,47,27,45,23,60,62,25,19,21,31,26,0,38,41,30,25,87,17,41,62,38,32,8,3,41,89,49,33,19,29,33,39,68,18,19,35,22,73,36,29,8,50,37,27,8,42,0,25,52,28,29,5,36,89,63,66,51,56,7,14,23,33,32,84,5,43,61,15,46,18,38,53
2014-03-01,11,60,59,65,61,49,61,48,45,64,62,20,41,43,7,35,61,49,38,31,44,13,31,55,16,54,18,41,35,73,12,41,43,38,77,67,63,8,35,7,9,68,39,78,26,32,55,64,38,43,43,49,0,56,41,52,11,17,19,77,60,40,27,26,61,47,24,44,23,60,63,26,25,24,36,26,3,40,43,37,28,82,15,43,72,44,38,8,3,44,90,50,36,21,32,35,39,76,16,20,38,21,71,32,25,0,56,37,27,7,69,1,27,61,30,33,5,34,89,88,54,50,49,21,12,18,29,0,87,6,43,60,19,48,19,33,46
2014-04-01,10,67,64,71,62,46,56,48,45,65,57,17,43,44,2,35,57,48,36,31,35,4,40,52,13,50,13,40,37,70,16,42,46,40,68,74,65,10,37,7,5,65,29,78,27,32,57,64,36,42,40,38,22,55,38,52,12,20,19,72,71,44,18,28,53,47,26,40,27,61,64,31,20,27,34,28,3,44,43,50,30,77,15,44,70,67,40,6,3,43,83,49,37,23,32,39,35,81,15,21,37,24,68,34,28,7,57,39,36,7,54,1,26,60,31,38,4,35,93,79,56,52,60,25,19,17,31,0,86,15,46,67,26,49,19,41,83
2014-05-01,16,67,65,69,69,46,52,53,45,67,58,19,46,44,11,34,57,51,34,30,31,5,25,42,15,51,17,43,38,72,27,46,48,39,78,74,59,8,42,0,6,68,24,78,24,35,59,68,33,39,42,33,0,53,36,53,11,12,22,73,80,48,26,26,59,46,25,46,36,68,69,26,21,26,34,26,9,48,44,53,40,70,17,51,69,67,39,5,5,46,81,62,39,32,36,41,35,77,16,20,36,25,71,34,32,8,55,39,28,7,51,1,28,59,42,37,4,35,94,41,53,50,58,10,13,16,26,0,90,9,47,65,31,46,22,49,47
2014-06-01,14,63,65,68,69,46,49,49,42,68,61,14,45,47,8,35,60,52,33,30,31,16,29,44,17,48,17,51,26,69,22,70,53,35,76,66,56,9,44,8,7,69,28,74,22,45,58,72,31,34,38,36,0,52,35,51,12,4,21,74,72,47,20,25,52,42,23,42,45,63,69,28,14,27,37,25,0,47,46,60,31,77,19,57,57,60,40,9,100,48,69,58,48,51,41,43,34,76,15,19,35,19,69,32,24,0,56,42,25,7,56,3,26,55,56,34,4,36,90,24,36,55,62,12,17,13,26,0,87,5,43,69,32,48,19,38,66
2014-07-01,18,56,67,71,79,52,52,56,45,70,86,18,47,49,9,36,69,58,33,30,32,0,9,55,16,53,18,58,34,73,16,53,43,39,79,61,53,8,42,0,3,70,23,71,23,34,61,71,27,34,39,44,0,56,32,54,11,3,17,77,68,50,20,29,63,42,26,38,55,67,64,30,20,32,40,29,3,50,55,52,34,78,16,64,66,57,39,9,59,49,69,65,58,73,54,45,40,84,18,32,35,28,75,35,23,9,60,46,20,7,59,0,26,61,66,33,5,35,91,24,30,54,65,10,17,12,31,0,82,10,47,64,28,50,18,50,48
2014-08-01,22,68,68,71,72,52,57,57,44,67,69,16,47,46,5,39,69,61,35,34,38,16,19,79,17,50,12,64,29,79,15,46,48,40,76,71,54,6,36,0,3,65,27,72,21,29,59,66,29,29,37,41,0,48,37,53,10,4,24,76,73,48,19,26,49,39,31,41,52,71,66,29,19,33,37,26,0,48,69,49,39,80,17,63,74,52,42,8,6,50,75,64,51,65,40,45,35,77,17,52,36,36,79,34,25,0,56,44,18,7,63,0,24,60,51,35,4,31,93,22,69,51,58,4,13,9,29,0,81,5,43,66,15,49,21,45,47
2014-09-01,7,73,60,69,63,54,56,50,48,72,67,19,46,42,5,40,56,49,38,38,39,5,54,79,21,52,19,59,39,72,13,47,41,39,73,74,63,6,35,0,2,68,28,88,26,30,56,70,40,42,41,40,0,52,51,56,10,5,28,65,68,50,21,27,63,43,28,46,30,67,61,31,16,25,36,27,0,50,42,47,33,81,16,61,76,55,37,10,9,44,81,62,36,24,24,43,35,71,19,30,32,40,78,33,25,8,52,40,27,8,71,1,26,59,31,36,4,36,96,22,64,56,63,11,18,15,26,0,81,9,45,62,17,50,18,43,57
2014-10-01,15,57,54,63,53,49,63,51,47,65,65,18,40,36,10,40,51,43,35,40,32,0,50,62,18,54,18,37,24,68,13,50,41,38,69,69,61,9,32,7,8,73,27,86,27,28,55,69,37,41,37,43,0,53,40,56,10,12,19,63,73,47,18,27,60,39,26,55,18,70,60,31,19,26,40,27,3,47,38,41,32,74,17,52,73,54,33,6,5,42,75,46,32,18,20,40,34,74,19,21,37,22,76,34,24,0,44,38,28,8,58,3,26,58,20,32,5,36,91,23,59,56,63,12,17,22,24,0,92,4,47,60,13,47,18,38,47
2014-11-01,3,54,55,60,48,50,60,54,44,64,63,10,49,33,5,65,48,40,36,56,50,15,43,68,20,49,16,34,24,63,11,46,28,40,78,74,60,9,31,0,5,69,27,80,28,24,52,68,38,43,36,49,0,49,38,53,11,16,22,57,68,50,30,29,63,37,19,45,13,88,69,25,20,25,78,28,6,50,41,54,31,77,31,54,76,51,32,7,4,43,80,36,30,15,17,58,36,69,14,24,40,22,78,36,22,8,37,36,33,7,49,1,24,53,22,28,5,33,98,24,59,53,59,5,15,19,26,0,92,14,49,65,9,52,17,35,35
2014-12-01,14,49,49,53,46,43,77,56,46,62,59,13,46,29,5,58,46,38,37,50,71,5,0,70,16,46,15,30,18,57,9,47,31,45,64,66,51,16,29,7,3,64,25,77,22,24,46,61,30,32,38,50,0,48,33,54,11,11,20,69,64,40,25,43,51,27,17,38,13,94,64,29,17,24,74,42,16,40,37,72,33,85,73,52,61,48,28,6,5,43,71,29,30,17,20,72,38,68,13,27,38,34,83,32,17,0,31,35,32,8,58,0,22,42,19,31,5,28,100,23,44,48,53,7,18,17,26,0,81,9,42,63,16,58,19,35,50
2015-01-01,16,58,53,57,51,50,59,50,54,67,60,15,43,39,11,40,60,46,36,38,41,9,8,65,19,53,16,48,34,62,11,47,32,43,72,58,57,16,34,0,4,63,32,75,24,26,52,63,34,38,35,63,0,59,41,59,13,11,23,65,60,42,22,29,55,42,26,46,20,73,68,28,21,26,35,29,12,42,47,55,29,85,19,47,73,47,31,5,6,43,97,58,33,19,29,39,35,65,20,24,39,30,74,30,25,0,48,37,41,8,60,0,24,56,26,35,5,32,91,36,56,56,56,8,12,15,28,0,91,8,52,68,13,50,17,41,49
2015-02-01,14,59,55,63,51,51,58,54,48,66,58,20,39,40,9,35,60,50,36,35,33,5,18,62,18,52,19,39,37,65,11,42,32,44,66,55,58,10,33,0,10,72,43,76,26,24,54,65,39,43,39,58,0,58,39,55,14,11,26,68,66,41,31,28,65,43,26,47,22,67,65,27,17,24,46,28,0,41,43,43,34,83,18,47,66,48,32,7,5,45,83,49,34,20,29,35,40,70,16,26,35,22,78,29,23,0,48,36,34,8,52,0,25,57,28,32,5,34,89,68,61,62,66,5,17,14,28,0,94,9,49,65,10,49,19,39,51
2015-03-01,15,59,61,65,63,49,53,50,52,67,62,25,41,46,5,37,59,50,33,35,31,5,16,55,18,56,18,42,40,74,13,45,40,42,81,66,66,9,37,7,3,73,31,74,24,29,56,69,36,42,35,51,0,58,41,58,14,17,24,66,71,45,26,29,58,44,34,47,25,62,72,27,24,23,38,29,3,45,56,56,34,80,16,49,73,49,35,7,5,46,85,45,37,23,32,37,33,79,18,25,38,19,76,37,26,0,57,40,34,8,60,0,25,64,31,37,5,37,90,95,53,62,71,32,14,16,26,30,100,15,51,70,18,49,20,38,64
2015-04-01,17,64,67,67,67,48,49,48,50,66,63,19,44,45,12,36,54,47,31,34,28,0,24,47,17,56,19,40,34,83,19,45,41,37,69,72,60,7,41,0,4,74,28,76,22,23,57,70,33,40,37,35,23,55,35,56,12,23,22,72,76,48,23,28,57,42,26,39,28,64,66,29,18,25,41,28,9,48,46,54,48,74,17,43,68,65,39,10,4,44,79,46,34,24,35,40,33,75,16,24,39,24,74,34,22,7,56,42,34,8,53,1,23,58,30,32,5,33,90,89,52,58,71,42,13,15,25,0,94,6,50,66,25,50,22,45,70
2015-05-01,11,62,68,67,70,47,46,54,48,69,67,9,50,49,7,38,55,50,31,35,24,5,33,48,16,56,17,41,35,74,32,49,48,38,70,74,55,8,43,0,7,71,26,78,21,24,59,72,32,36,45,33,0,51,33,56,12,14,15,76,84,51,24,26,62,40,27,37,40,72,68,29,16,26,33,26,27,51,55,58,53,73,18,51,62,76,38,9,8,45,72,48,40,42,37,44,33,77,19,26,41,21,74,31,23,0,59,45,28,7,59,3,24,57,45,32,5,32,89,42,47,62,62,22,10,13,25,0,89,7,52,63,41,50,20,47,51
2015-06-01,7,61,67,67,72,50,47,53,51,67,65,13,49,42,4,38,58,50,30,34,36,5,25,50,23,55,18,51,34,76,23,47,47,38,73,71,58,9,43,0,2,74,24,71,20,29,61,78,32,37,48,37,0,54,32,58,11,8,24,73,68,52,24,27,67,41,24,43,50,66,70,30,18,23,34,27,9,52,51,46,42,83,20,57,67,64,38,10,29,46,72,53,47,53,39,45,31,78,19,27,37,21,76,29,25,8,57,45,32,7,53,0,23,60,51,35,5,32,85,30,34,62,67,12,11,13,25,31,88,7,52,66,35,50,25,43,47
